id	href	text	story_group	section	index	capture_time
57bf04b6aece0a6d730f5b7b	https://www.yahoo.com/news/threat-terrorism-sparks-call-reopen-canada-bomb-center-171754652.html	'Threat of terrorism' sparks call to reopen Canada bomb center...	4e863306-683c-4998-a031-3a8a23dc466d	first	6	1471118400000
57bf04b6aece0a6d730f5b8b	http://www.sfchronicle.com/news/article/First-ever-marijuana-fair-opens-in-Oregon-9140951.php	First-ever marijuana fair opens in Oregon...	bf0f78b4-0d6d-4591-861b-db05dc1fe1d3	second	11	1471118400000
57bf04b6aece0a6d730f5b8e	http://www.washingtontimes.com/news/2016/aug/13/nancy-pelosi-house-democrats-leader-says-shes-been/	FLOODED WITH 'OBSCENE' CALLS!	79dd0c99-6770-47b3-ab9b-2e9009779375	third	2	1471118400000
57bf04b6aece0a6d730f5b90	http://www.usatoday.com/story/tech/2016/08/13/app-maker---trump-win-election/88640044/	App developer: Data shows Trump win...	c8447ad8-f329-4152-ae6e-a666a358c3ab	third	4	1471118400000
57bf04b6aece0a6d730f5b92	https://www.yahoo.com/news/green-pool-missing-pontoon-rios-problems-wont-away-184349882--oly.html	From green pool to missing pontoon, problems won't go away...	6a05a870-806a-41eb-980e-164ea56b939d	third	6	1471118400000
57bf04b6aece0a6d730f5b98	https://www.yahoo.com/news/pelosi-warns-colleagues-harassing-calls-messages-194244818--politics.html 	PELOSI HACK HELL: FLOODED WITH 'SICK' CALLS	c2f2cbe6-d580-4b38-bf2d-8b709c8b7dd3	headline	0	1471122000000
57bf04b7aece0a6d730f5be2	http://www.nbcnewyork.com/news/local/Fireworks-Set-Off-at-Staten-Island-Mall-Police-390089452.html	Panic as fireworks set off in MACY'S...	00686f71-3fa0-4609-a0e9-3428aaa6d6f3	first	4	1471129200000
57bf04b7aece0a6d730f5bf8	http://newyork.cbslocal.com/2016/08/13/double-shooting-queens/	Imam Gunned Down After Leaving NYC Mosque...	b1707a7b-967a-4a5a-b650-f002e5180664	third	0	1471129200000
57bf04b7aece0a6d730f5bdf	http://www.dailymail.co.uk/news/article-3739253/Pelosi-warns-colleagues-harassing-calls-messages.html	PELOSI HACK HELL: FLOODED WITH 'SICK' CALLS	6f2c88de-0671-4dd1-9eb4-7ed6d0f96963	headline	0	1471129200000
57bf04b7aece0a6d730f5be3	http://www.wral.com/police-gunshots-fired-in-crabtree-valley-mall-no-suspects-in-custody/15926525/	Reports of gunshots inside busy mall cause chaos...<BR><BR>Shoppers run screaming...	00686f71-3fa0-4609-a0e9-3428aaa6d6f3	first	3	1471129200000
57bf04b7aece0a6d730f5c22	https://www.google.co.uk/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwjcgL-0v7_OAhVE7CYKHV-aAtcQFggjMAA&url=http%3A%2F%2Fwww.wsj.com%2Farticles%2Fdemocrats-trying-to-assess-scope-of-leak-of-personal-information-1471128589&usg=AFQjCNFlN4YMaWvvXNHEFH1TwOTtRJ10rQ&bvm=bv.129422649,d.eWE	SCRAMBLE TO ASSESS DAMAGE...	5cea2a20-1437-4ec4-a3be-2993f6421ad6	third	3	1471132800000
57bf04b8aece0a6d730f5ce8	http://www.cbsnews.com/news/police-shooting-in-milwaukee-sparks-violent-protest/	Police shooting sparks night of violent protest...	ce90ec6a-286d-4e2e-adb7-dff9046379d4	topleft	0	1471154400000
57bf04b8aece0a6d730f5ce9	http://www.jsonline.com/story/news/crime/2016/08/13/report-1-dead-officer-involved-shooting/88689152/	Businesses set on fire...	ce90ec6a-286d-4e2e-adb7-dff9046379d4	topleft	1	1471154400000
57bf04b8aece0a6d730f5cea	http://www.nbcnews.com/news/us-news/milwaukee-cop-cars-smashed-torched-after-police-kill-suspect-n630236	UNREST MILWAUKEE	80557867-7f73-4877-b715-b91a83ee4faf	headline	0	1471154400000
57bf04baaece0a6d730f5e1b	http://www.theamericanmirror.com/video-milwaukee-agitators-shout-black-power-attack-white-drivers/	'About to steal this cracker's car'...	52a44a91-1532-4079-a940-96098a0447ca	topleft	4	1471183200000
57bf04baaece0a6d730f5e1d	https://twitter.com/hoodsonco/status/764711433506394112	'Rich got all this money and ain't tryin' give none'...	52a44a91-1532-4079-a940-96098a0447ca	topleft	3	1471183200000
57bf04baaece0a6d730f5e1e	http://www.theamericanmirror.com/video-bill-clinton-wont-stop-talking-music-plays-get-off-stage/	<I>Clinton won't stop talking, music starts playing to get him off stage...</I>	9d778539-2b18-4dcf-ad22-b52e1380e084	first	1	1471183200000
57bf04baaece0a6d730f5e24	http://www.techradar.com/news/car-tech/here-s-a-new-sighting-of-a-van-that-might-be-testing-apple-car-self-driving-tech-1326541	Mystery Van Silicon Valley:  APPLE?	48f5ee2a-1cff-4b81-8f16-cc914d699aa3	first	7	1471183200000
57bf04baaece0a6d730f5e25	http://nypost.com/2016/08/14/anthony-weiner-really-cannot-stop-sexting/	No party lines when sexting... 	9d778539-2b18-4dcf-ad22-b52e1380e084	first	4	1471183200000
57bf04baaece0a6d730f5e28	http://www.washingtonexaminer.com/obama-much-more-to-do-on-climate-change/article/2599269	OBAMA:  Much more to do on 'climate change'... 	8ec259fb-0d76-4376-9df6-8d3da2fd8c00	first	10	1471183200000
57bf04baaece0a6d730f5e2a	http://www.mirror.co.uk/news/world-news/swimmer-ryan-lochte-held-gunpoint-8629581	Ryan Lochte held at gunpoint during party after winning gold...	0a3d5bc9-27cf-49aa-8ada-30d993231a81	second	0	1471183200000
57bf04baaece0a6d730f5e2c	http://www.nbcnewyork.com/news/sports/Tracking_the_color_of_the_Rio_diving_pool_day_by_day-390095961.html	PHOTOS: Diving pool gets grosser day by day...	0a3d5bc9-27cf-49aa-8ada-30d993231a81	second	2	1471183200000
57bf04baaece0a6d730f5e2e	http://www.nbcnewyork.com/news/sports/Russians-Complain-Flags-Torn-Down-Rios-Olympic-Village-390071031.html	Russian flags torn down at Olympic Village...	0a3d5bc9-27cf-49aa-8ada-30d993231a81	second	3	1471183200000
57bf04baaece0a6d730f5e34	https://www.thesun.co.uk/news/1608210/kyrgyzstan-president-says-women-in-mini-skirts-dont-become-suicide-bombers/	Islamic dress 'turns women into terrorists'...	88c45bcf-ffe1-4a44-a1a4-6c66339fbc99	second	7	1471183200000
57bf04baaece0a6d730f5e3b	http://newyork.cbslocal.com/2016/08/13/new-york-summer-heat-humidity/ 	Power Lines Melting, Sparking In NYC Heat Wave...	fd732ac8-3791-48ed-8242-b2ecce43b6ac	third	0	1471183200000
57bf04baaece0a6d730f5e3c	http://www.accuweather.com/en/us/washington-dc/20012/weather-warnings/8178_pc	<I>DC HEAT INDEX TO 110+&deg;</I>	fd732ac8-3791-48ed-8242-b2ecce43b6ac	third	1	1471183200000
57bf04baaece0a6d730f5e3d	http://nypost.com/2016/08/14/prison-gang-targeted-white-guards-in-black-august-plan-fbi/	White Cops, Correction Officers Targeted for Death...<BR><BR>'Black August'...	bca111b0-4f80-4f46-a979-d49ddaa077ba	third	2	1471183200000
57bf04baaece0a6d730f5e3f	http://dailycaller.com/2016/08/13/soros-groups-get-hacked-hundreds-of-documents-leaked/	Soros Hacked, Hundreds Of Documents Leaked...	a4e9a232-dad2-4b0c-9d1d-03a68e1b8b6e	third	5	1471183200000
57bf04baaece0a6d730f5e40	http://www.breitbart.com/big-government/2016/08/12/globalists-unite-hillary-clinton-running-mate-tim-kaine-dines-george-soros-son-donald-trumps-rise-terrifies-world-elite/	<I>Tim Kaine Dines with Soros Son...</I>	a4e9a232-dad2-4b0c-9d1d-03a68e1b8b6e	third	6	1471183200000
57bf04baaece0a6d730f5e4d	http://www.infowars.com/video-black-lives-matter-rioters-target-whites-for-beat-downs/	WHITES HUNTED FOR BEATDOWNS!	8fc4830c-6ec7-4610-a17b-170032e9451a	headline	0	1471186800000
57bf04bbaece0a6d730f5eba	http://hosted.ap.org/dynamic/stories/U/US_DEEP_SOUTH_WEATHER_THE_LATEST?SITE=AP&SECTION=HOME&TEMPLATE=DEFAULT&CTIME=2016-08-14-12-05-46	MORE Rain...<BR><BR>7,000 rescued...	719b4bf9-803b-4715-a6ca-9b10d6556c88	second	5	1471194000000
57bf04bbaece0a6d730f5ee2	http://www.nbcnews.com/storyline/2016-rio-summer-olympics/u-s-swimmer-ryan-lochte-robbed-gunpoint-brazil-n630396	Ryan Lochte robbed at gunpoint after winning gold	84f8856e-0575-4270-82d2-135a06cfe14f	second	0	1471197600000
57bf04bcaece0a6d730f5f8a	http://hosted.ap.org/dynamic/stories/U/US_OFFICER_INVOLVED_SHOOTING_MILWAUKEE_THE_LATEST?SITE=AP&SECTION=HOME&TEMPLATE=DEFAULT&CTIME=2016-08-14-17-37-31	WALKER SENDS IN NATIONAL GUARD	72089cce-b16a-4f72-89e4-fa60c6682b88	headline	2	1471212000000
57bf04bdaece0a6d730f603b	http://www.breitbart.com/big-government/2016/08/14/exclusive-new-black-panther-leader-war/	NEW BLACK PANTHERS: THIS IS WAR...	21750f04-9f83-4e45-afde-9707a7b6145d	topleft	2	1471226400000
57bf04bdaece0a6d730f6045	http://www.washingtontimes.com/news/2016/aug/14/obama-administration-provides-hillary-clintons-fir/	PAPER: HOW OBAMA SHIELDS HILLARY AMID SCANDALS...	de790e57-44ee-4281-84c6-f87387153d2c	first	0	1471226400000
57bf04bdaece0a6d730f6046	http://www.washingtonexaminer.com/hillary-drafts-illegal-dreamers-to-get-immigrants-to-vote/article/2599321	Drafts illegals to boost voter registration...	de790e57-44ee-4281-84c6-f87387153d2c	first	1	1471226400000
57bf04bdaece0a6d730f6047	http://www.nytimes.com/2016/08/15/us/politics/hillary-clinton-democrats.html	LIBERALS FEAR SHE'LL BETRAY THEM...	de790e57-44ee-4281-84c6-f87387153d2c	first	2	1471226400000
57bf04bdaece0a6d730f6049	http://www.cnn.com/2016/08/14/politics/congress-hillary-clinton-fbi-notes/index.html	REPORT: Congress To get FBI Interview Notes...	de790e57-44ee-4281-84c6-f87387153d2c	first	4	1471226400000
57bf04bdaece0a6d730f6054	http://www.nytimes.com/2016/08/15/sports/olympics/usain-bolt-100-meters-justin-gatlin-results.html	USAIN BOLT STILL WORLD'S FASTEST...	3a519556-83ab-4648-8b73-c04881e24adc	second	4	1471226400000
57bf04bdaece0a6d730f6055	http://www.wafb.com/story/32751319/historic-flooding-claims-life-of-third-flood-victim	Victims drown as vehicles trapped in rising waters...	71c4cdb1-d2c6-430a-8910-c02cd506aa8e	second	7	1471226400000
57bf04bdaece0a6d730f6057	http://www.cbsnews.com/news/louisiana-governor-on-deadly-flooding-it-is-not-over/	18,000+ RESCUED...	71c4cdb1-d2c6-430a-8910-c02cd506aa8e	second	6	1471226400000
57bf04bdaece0a6d730f6058	http://www.wafb.com/story/32753230/dramatic-video-shows-woman-dog-being-rescued-from-sinking-car	Dramatic video shows woman, dog being saved...	71c4cdb1-d2c6-430a-8910-c02cd506aa8e	second	8	1471226400000
57bf04bdaece0a6d730f6059	http://www.usatoday.com/story/news/nation/2016/08/14/flooding-might-increase-zika-risk-louisiana/88724914/	ZIKA FEARS...	71c4cdb1-d2c6-430a-8910-c02cd506aa8e	second	9	1471226400000
57bf04bdaece0a6d730f6063	http://www.people.com/article/adele-not-performing-super-bowl-half-time-show	ADELE TURNS DOWN SUPER BOWL: 'SHOW NOT ABOUT MUSIC'...	81aeb302-99de-4ed1-92e0-3f100c237006	third	3	1471226400000
57bf04bdaece0a6d730f603a	http://www.jsonline.com/story/news/breaking/2016/08/14/calm-restored-scene-unrest-clarke-calls-national-guard/88716616/	Officer who fatally shot suspect is black...	21750f04-9f83-4e45-afde-9707a7b6145d	topleft	1	1471226400000
57bf04beaece0a6d730f608d	http://www.nytimes.com/2016/08/15/world/venezuela-malaria-mines.html	In Venezuela, Malaria Comes Back With Vengeance...	fd9791c6-9785-4e02-972b-4317225634ae	second	11	1471230000000
57bf04bdaece0a6d730f6078	http://pix11.com/2016/08/14/reported-shots-fired-inside-terminal-at-jfk-airport/	Terminal evacuated at JFK Airport after report of shots fired...	92dffce1-3d8b-43f8-b9da-fe586c7261b2	first	5	1471230000000
57bf04bdaece0a6d730f607c	http://www.cnbc.com/2016/08/14/tim-cook-addresses-apples-us-taxes-says-no-repatriation-without-fair-rate.html	COOK: No repatriation without 'fair tax rate'...	6cbf2d32-96b3-43b3-b739-098d293a8a59	first	9	1471230000000
57bf04beaece0a6d730f608a	https://www.theguardian.com/us-news/2016/aug/14/florida-keys-zika-virus-genetically-modified-mosquitoes	BITE FEAR: Floridians fear 'Pandora's box' of genetically altered mosquitos...	65f0581e-fa6e-49ee-a08f-cd93b93ba9e0	second	10	1471230000000
57bf04beaece0a6d730f6092	http://www.nytimes.com/2016/08/15/world/asia/afghan-forces-struggle-to-hold-firm-against-taliban-in-south.html	Afghan forces struggle to hold firm against Taliban...	8b868feb-364c-4e09-b72d-c4497fa2704a	third	2	1471230000000
57bf04beaece0a6d730f6096	http://circa.com/world/contractors-in-afghanistan-say-us-hasnt-shared-escape-plan-in-case-of-major-attack	State Dept leaves contractors without escape plan...	8b868feb-364c-4e09-b72d-c4497fa2704a	third	3	1471230000000
57bf04beaece0a6d730f6099	http://www.usatoday.com/story/life/movies/2016/08/14/hollywood-movies-guns-politics/87751648/	Guns, politics and Hollywood collide...<BR><BR><I>Hypocrisy accusations...</I>	0702b42f-95be-4f88-9fb1-9a5f14e2a416	third	6	1471230000000
57bf04beaece0a6d730f609a	http://www.latimes.com/entertainment/movies/la-et-mn-adult-animation-sausage-party-20160801-snap-story.html	After 'SAUSAGE PARTY', More R-Rated Animations To Get Green Light?	0702b42f-95be-4f88-9fb1-9a5f14e2a416	third	7	1471230000000
57bf04beaece0a6d730f60a6	http://www.thegatewaypundit.com/2016/08/no-call-obama-peace-milwaukee-anti-police-riot-press-fails-question-golfing-obama-riot/	<I>Obama enjoys laughs with friends on golf course...</I>	099e8ee4-15c4-4806-8ce0-72bf307f47c1	topleft	3	1471233600000
57bf04beaece0a6d730f60b1	https://www.buzzfeed.com/katiejmbaker/juanita-broaddrick-wants-to-be-believed?utm_term=.kc2vbXjPG#.dlP2RxWOG	Progressives, Feminists Up Attacks On Juanita Broaddrick...<BR><BR><I>Clinton 'sex assault' page stealth edit?</I>	21eec6fb-52da-43e7-80ae-73955ba61b57	first	4	1471233600000
57bf04beaece0a6d730f60c6	http://deadline.com/2016/08/john-mclaughlin-ailing-the-mclaughlin-group-pat-buchanan-1201803350/	Ailing John McLaughlin Misses First Show in 34 Years...	b2a44998-08c7-45b8-a52e-edd6a7ff3b3e	second	17	1471233600000
57bf04beaece0a6d730f60ca	http://www.telegraph.co.uk/news/2016/08/15/toddlers-dont-forget-a-debt-research-reveals/	Toddlers -- don't forget a debt...	1df36874-aa6f-4bf6-bd5f-57b924ca610c	second	18	1471233600000
57bf04beaece0a6d730f60cf	http://www.dailymail.co.uk/news/article-3740811/Reports-active-shooter-JFK-Airport-New-York.html	FLIGHTS GROUNDED, DIVERTED...	84df8bc1-eb22-4d12-a089-f732280577a7	third	1	1471233600000
57bf04beaece0a6d730f60db	http://www.nbcnews.com/news/us-news/national-guard-deployed-milwaukee-cleans-after-police-shooting-protests-n630451	<font color=red>NIGHT 2: MORE MILWAUKEE UNREST...</font>	24ac3ab1-d1d1-48e1-a1ff-4b364ff8ca3f	topleft	0	1471237200000
57bf04c0aece0a6d730f6253	http://www.theamericanmirror.com/video-agitators-hurl-gay-slurs-milwaukee-police/	VIDEO: Agitators hurl gay slurs at police...	5a80d527-b4f3-42a3-993a-804c3724b393	topleft	6	1471262400000
57bf04c0aece0a6d730f625a	http://dailycaller.com/2016/08/14/new-black-panthers-kick-out-former-leader-for-softening-anti-police-rhetoric/	New Black Panthers Kick Out Former Leader For Giving Pro-Police Interview...	0fec8ec1-07a2-4089-80a7-f83b17cfb2cb	first	5	1471262400000
57bf04c0aece0a6d730f6263	https://www.thesun.co.uk/news/1612548/macabre-scenes-as-coffins-float-down-streets-in-deadly-louisiana-floods-that-have-killed-five-people-and-left-20000-needing-rescue/	Coffins float down street...	f3b26819-1c45-4721-840b-d14b5f5263b3	second	7	1471262400000
57bf04c1aece0a6d730f6280	http://archive.jsonline.com/news/crime/homicides-soar-along-with-many-theories-on-cause-b99653861z1-366891381.html	<I>Homocides up nearly 70% in Milwaukee...</I>	2ba45b16-2c2d-4e37-9337-966133fff6fe	topleft	3	1471266000000
57bf04c1aece0a6d730f628c	http://www.politico.com/blogs/under-the-radar/2016/08/sailor-seeks-leniency-in-submarine-photos-case-by-citing-clinton-226995	Navy sailor facing prison for sub photos cites Hillary emails...	4c8c321d-f4a6-4836-8c68-06a75f8b1f17	first	5	1471266000000
57bf04c1aece0a6d730f6284	https://twitter.com/DRUDGE/status/765166967820918784	NOW SHE COPIES HIS HAIR!	892eb9b5-79c3-44e0-92fc-b8e0b4e3ce42	headline	0	1471266000000
57bf04c1aece0a6d730f6285	http://www.bloomberg.com/politics/articles/2016-08-15/huma-abedin-s-overlapping-jobs-renew-focus-on-clinton-conflicts	MORE Huma Heat; Clinton Conflicts...	3110ab61-d43a-4402-b128-19754b805979	first	2	1471266000000
57bf04c1aece0a6d730f6287	http://www.dailymail.co.uk/news/article-3436486/We-need-real-President-brains-guts-Bill-Clinton-s-sexual-assault-accuser-Paula-Jones-takes-selfie-Trump.html	PAULA JONES FOR TRUMP!	3110ab61-d43a-4402-b128-19754b805979	first	1	1471266000000
57bf04c1aece0a6d730f6288	http://www.fox13memphis.com/news/black-lives-matter-protesters-released-plans-to-shut-down-graceland/421640114	'Black Lives Matter'  Plans To Shut Down 'Elvis Week' At Graceland...	299ff3a1-c505-4d3c-9b15-ca9c2940fac1	first	3	1471266000000
57bf04c1aece0a6d730f6289	https://www.yahoo.com/news/disillusionment-u-where-voters-just-hoping-change-170128719.html	Disillusionment, USA. Where voters just hoping for change...	eee76a01-f8e4-4cf2-8e81-1f58c76bc3a6	first	6	1471266000000
57bf04c1aece0a6d730f628a	http://bigstory.ap.org/urn:publicid:ap.org:87ea77c903564f7580eae8d33f71f47e	CLINTON DRAFTS ILLEGALS TO BOOST TURNOUT	eff2f1f5-633d-4884-bc94-ea5e4d8f4878	second	0	1471266000000
57bf04c1aece0a6d730f628b	http://www.dailynews.com/health/20160813/zika-infections-spread-through-california	Zika infections jump in CA...	2fa4027d-1ee0-4b70-a783-43261a5afb1c	first	4	1471266000000
57bf04c1aece0a6d730f628d	http://www.washingtontimes.com/news/2016/aug/14/illegal-immigration-surges-past-2015-total-with-tw/	<I>RECORD YEAR OF BORDER CROSSING?</I>	eff2f1f5-633d-4884-bc94-ea5e4d8f4878	second	1	1471266000000
57bf04c1aece0a6d730f628e	http://freebeacon.com/national-security/russia-building-new-underground-nuclear-command-posts/	Russia building dozens of underground nuclear command bunkers...	6894746d-35fa-4436-8282-e6bb6424ab7c	second	6	1471266000000
57bf04c1aece0a6d730f628f	http://www.express.co.uk/news/uk/699789/Celebrity-social-media-culture-youth-teenager-mental-health-selfie	Social media culture mental health powder keg...	e1dbf62a-3a17-4e1d-ae72-e1e91875b30d	second	2	1471266000000
57bf04c1aece0a6d730f6291	http://www.thecollegefix.com/post/28486/	Freshmen 'social justice' training...	e1dbf62a-3a17-4e1d-ae72-e1e91875b30d	second	3	1471266000000
57bf04c1aece0a6d730f6294	http://thehill.com/homenews/house/291324-liberals-rally-to-sink-obama-trade-deal	Liberals rally to sink Obamatrade...	af5f371d-28fc-4725-8e2d-549491be3fdf	second	11	1471266000000
57bf04c1aece0a6d730f6298	http://www.cbsnews.com/news/pollution-makes-air-in-parts-of-california-dangerous-to-breathe/	CALIFORNIA CHOKE:  BAD BAD AIR RETURNS TO LA...	79911876-d687-4ac1-9404-bdb13978868b	second	12	1471266000000
57bf04c1aece0a6d730f6299	http://dailycaller.com/2016/08/14/memo-soros-group-funded-opposition-research-on-critics-of-radical-islam/	SHIELD RADICAL ISLAM...	473cd193-92c5-4db8-ade1-bf9a8ed363ed	third	2	1471266000000
57bf04c1aece0a6d730f629b	http://jpost.com/Israel-News/Politics-And-Diplomacy/Hacked-Soros-e-mails-reveal-plans-to-fight-Israels-racist-policies-464149#article=6017QTMwNUU1MzRGNjM1RUZDQ0QyQjU1RTEzRjc0Mzk3N0Y	HACKED EMAILS SHOW SOROS PLOT TO UNDERMINE ISRAEL... 	473cd193-92c5-4db8-ade1-bf9a8ed363ed	third	1	1471266000000
57bf04c1aece0a6d730f629c	http://nypost.com/2016/08/14/new-york-is-getting-really-trashy/	NYC Trash Piles in Street...<BR><BR>Stinky Summer Heat...	5db43f8b-6c8f-46c2-ad7b-5adb1795ed39	third	3	1471266000000
