RespondentID,"In your own words, what would you call the part of the country you live in now?","How much, if at all, do you personally identify as a Southerner?",,,,Which of the following states do you consider part of the South? Please select all that apply. ,,,,,,,,,,,,,,,,,,,,,,,,,"In what ZIP code is your home located? (enter 5-digit ZIP code; for example, 00544 or 94305)",Gender,,Age,,,,,Household Income,,,,,Education,,,,,Location (Census Region),,,,,,,,
,Open-Ended Response,A lot,Some,Not much,Not at all,Arkansas,Louisiana,Oklahoma,Texas,Alabama,Kentucky,Mississippi,Tennessee,Florida,Georgia,Maryland,North Carolina,South Carolina,Virginia,West Virginia,Delaware,Arizona,New Mexico,Colorado,Kansas,Missouri,Illinois,Indiana,Ohio,Pennsylvania,Open-Ended Response,Male,Female,< 18,18-29,30-44,45-60,> 60,"$0 - $24,999","$25,000 - $49,999","$50,000 - $99,999","$100,000 - $149,999","$150,000+",Less than high school degree,High school degree,Some college,Associate or bachelor degree,Graduate degree,New England,Middle Atlantic,East North Central,West North Central,South Atlantic,East South Central,West South Central,Mountain,Pacific
3190851410,The south.,,Some,,,,Louisiana,,,Alabama,,Mississippi,Tennessee,Florida,Georgia,,North Carolina,South Carolina,,,,,,,,,,,,,32440,Male,,,,30-44,,,,,,"$100,000 - $149,999",,,,Some college,,,,,,,South Atlantic,,,,
3190823139,Usa,,,,Not at all,,,,Texas,,,,,,,,,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3190763877,midwest,,,Not much,,,Louisiana,,,Alabama,Kentucky,Mississippi,Tennessee,Florida,Georgia,,North Carolina,South Carolina,Virginia,West Virginia,,,,,,,,,,,74014,Male,,,,30-44,,,,,,,"$150,000+",,,Some college,,,,,,,,,West South Central,,
3190684926,usa,,,,Not at all,,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,78065,Male,,,,30-44,,,"$0 - $24,999",,,,,,High school degree,,,,,,,,,,West South Central,,
3190455016,The Last Bastion of Western Civilization and Freedom,A lot,,,,,Louisiana,Oklahoma,Texas,Alabama,Kentucky,Mississippi,Tennessee,,Georgia,,North Carolina,South Carolina,Virginia,,,,,,,,,,,,78758,Male,,,,30-44,,,,,,,"$150,000+",,,,Associate or bachelor degree,,,,,,,,West South Central,,
3190215955,the south,,,,Not at all,Arkansas,Louisiana,,Texas,Alabama,Kentucky,Mississippi,Tennessee,Florida,Georgia,,North Carolina,South Carolina,Virginia,West Virginia,,,,,,,,,,,21208,Male,,,,30-44,,,"$0 - $24,999",,,,,,,,,Graduate degree,,,,,South Atlantic,,,,
3190152524,Southeast,,,Not much,,Arkansas,Louisiana,,,Alabama,Kentucky,Mississippi,Tennessee,,Georgia,,North Carolina,South Carolina,Virginia,West Virginia,,,,,,,,,,,27713,Male,,,,30-44,,,,,,"$100,000 - $149,999",,,,,,Graduate degree,,,,,South Atlantic,,,,
3190106104,Ohio Valley,,,Not much,,Arkansas,Louisiana,Oklahoma,Texas,Alabama,,Mississippi,Tennessee,Florida,Georgia,,North Carolina,South Carolina,,,,,,,,,,,,,42406,Male,,,,30-44,,,,,"$50,000 - $99,999",,,,High school degree,,,,,,,,,East South Central,,,
3189832347,East Coast - North,,,,Not at all,,,,Texas,,,Mississippi,,Florida,Georgia,,North Carolina,South Carolina,,,,,,,,,,,,,22551,Male,,,,30-44,,,,,"$50,000 - $99,999",,,,,,Associate or bachelor degree,,,,,,South Atlantic,,,,
3189801737,The south,,Some,,,Arkansas,Louisiana,,,Alabama,,Mississippi,Tennessee,,Georgia,,North Carolina,South Carolina,,,,,,,,,,,,,27106,Male,,,18-29,,,,,,,"$100,000 - $149,999",,,,,Associate or bachelor degree,,,,,,South Atlantic,,,,
3189746284,Upper South,,Some,,,Arkansas,Louisiana,,Texas,Alabama,Kentucky,Mississippi,Tennessee,Florida,Georgia,,North Carolina,South Carolina,Virginia,,,,,,,,,,,,40475,Male,,,,30-44,,,,,,,"$150,000+",,,,,Graduate degree,,,,,,East South Central,,,
3189729230,South,,Some,,,Arkansas,,,,Alabama,Kentucky,,Tennessee,,Georgia,,North Carolina,South Carolina,,,,,,,,,,,,,37129,Male,,,18-29,,,,,,"$50,000 - $99,999",,,,,,Associate or bachelor degree,,,,,,,East South Central,,,
3189520407,South east,,Some,,,,Louisiana,,,Alabama,,Mississippi,,Florida,Georgia,,North Carolina,South Carolina,Virginia,,,,,,,,,,,,32097,Male,,,18-29,,,,,,,"$100,000 - $149,999",,,,Some college,,,,,,,South Atlantic,,,,
3189499436,nine,,Some,,,Arkansas,,,,Alabama,,,Tennessee,,,,,,,,,,,,,Missouri,,,,,72373,Male,,,,30-44,,,"$0 - $24,999",,,,,,,Some college,,,,,,,,,West South Central,,
3189491853,mid-atlantic surburban,,,Not much,,Arkansas,Louisiana,,Texas,Alabama,Kentucky,Mississippi,Tennessee,Florida,Georgia,,North Carolina,South Carolina,Virginia,West Virginia,,,,,,,,,,,20110,Male,,,,,,> 60,,,"$50,000 - $99,999",,,,,,Associate or bachelor degree,,,,,,South Atlantic,,,,
3189444326,Going under,,Some,,,,Louisiana,Oklahoma,Texas,Alabama,Kentucky,,Tennessee,Florida,Georgia,,,South Carolina,,West Virginia,,,,,,,,,,,40741,Male,,,,30-44,,,,,"$50,000 - $99,999",,,,High school degree,,,,,,,,,East South Central,,,
3189443972,Midsouth,A lot,,,,Arkansas,Louisiana,,,Alabama,Kentucky,Mississippi,Tennessee,,Georgia,,North Carolina,South Carolina,,,,,,,,Missouri,,,,,38117,Male,,,18-29,,,,,,"$50,000 - $99,999",,,,,Some college,,,,,,,,East South Central,,,
3189436304,south,,Some,,,,Louisiana,,,,Kentucky,Mississippi,Tennessee,,Georgia,,,,,,,,,,,Missouri,,,,,37880,Male,,,,,,> 60,"$0 - $24,999",,,,,,High school degree,,,,,,,,,East South Central,,,
3189432757,northeast,,,,Not at all,,,,,Alabama,Kentucky,,Tennessee,,Georgia,,North Carolina,South Carolina,Virginia,West Virginia,,,,,,,,,,,21236,Male,,,,30-44,,,,"$25,000 - $49,999",,,,,,,Associate or bachelor degree,,,,,,South Atlantic,,,,
3189432688,South,A lot,,,,,Louisiana,Oklahoma,Texas,,,Mississippi,,Florida,Georgia,,,,,,,,,,,,,,,,78748,Male,,,,30-44,,,,,"$50,000 - $99,999",,,,,Some college,,,,,,,,,West South Central,,
3189409220,The southeast.,,,,Not at all,,Louisiana,,,Alabama,,Mississippi,,Florida,Georgia,,North Carolina,South Carolina,,,,,,,,,,,,,32225,Male,,,,,,> 60,,,,"$100,000 - $149,999",,,,,,Graduate degree,,,,,South Atlantic,,,,
3189402426,The Cowboys State,,,Not much,,,Louisiana,,Texas,Alabama,,Mississippi,,Florida,,,,,,,,,New Mexico,,,,,,,,76002,Male,,,,,,> 60,,,,"$100,000 - $149,999",,,,,,Graduate degree,,,,,,,West South Central,,
3189400750,The deep south.,,Some,,,,Louisiana,,,Alabama,Kentucky,Mississippi,Tennessee,Florida,Georgia,,North Carolina,South Carolina,Virginia,West Virginia,,,,,,Missouri,,Indiana,,,34113,Male,,,,,,> 60,,,"$50,000 - $99,999",,,,,,Associate or bachelor degree,,,,,,South Atlantic,,,,
3189399595,Home,A lot,,,,,,,Texas,Alabama,,,,Florida,,,,,,,,Arizona,New Mexico,,,,,,,,77396,Male,,,,30-44,,,"$0 - $24,999",,,,,,,,Associate or bachelor degree,,,,,,,,West South Central,,
3189391354,Florida,,,Not much,,Arkansas,Louisiana,,Texas,Alabama,Kentucky,Mississippi,Tennessee,Florida,Georgia,,North Carolina,South Carolina,Virginia,,,,,,,,,,,,32605,Male,,,,,,> 60,,,,,,,,,,Graduate degree,,,,,South Atlantic,,,,
3189382561,Bluegrass state,,Some,,,,Louisiana,,Texas,Alabama,Kentucky,Mississippi,Tennessee,,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3189371424,Mixed.,,,,Not at all,,,,Texas,,,Mississippi,Tennessee,Florida,,,,,,,,,,,,,,,,,33160,Male,,,18-29,,,,"$0 - $24,999",,,,,,,Some college,,,,,,,South Atlantic,,,,
3189370845,Mid atlantic,,,Not much,,,,,,Alabama,,Mississippi,,Florida,Georgia,,North Carolina,South Carolina,,,,,,,,,,,,,21236,Male,,,18-29,,,,,,"$50,000 - $99,999",,,,,Some college,,,,,,,South Atlantic,,,,
3189363897,United States,,,,Not at all,,Louisiana,,Texas,Alabama,,,,,,,,,,,,,,,,,,,,,79930,Male,,,18-29,,,,,,,,"$150,000+",,,,Associate or bachelor degree,,,,,,,,West South Central,,
3189359795,Paradise,A lot,,,,,Louisiana,,Texas,Alabama,Kentucky,,,,,,,South Carolina,,,,,,,,,,,,,78749,Male,,,,30-44,,,,"$25,000 - $49,999",,,,,,,Associate or bachelor degree,,,,,,,,West South Central,,
3189343008,East coast,,Some,,,Arkansas,Louisiana,,,Alabama,,Mississippi,,Florida,Georgia,,North Carolina,South Carolina,Virginia,,,,,,,,,,,,23462,Male,,,,30-44,,,,,"$50,000 - $99,999",,,,,,,Graduate degree,,,,,South Atlantic,,,,
3189336224,SE USA,,Some,,,Arkansas,Louisiana,,,Alabama,,Mississippi,Tennessee,Florida,Georgia,Maryland,North Carolina,South Carolina,Virginia,West Virginia,,,,,,,,,,,35403,Male,,,,,,> 60,,,,,"$150,000+",,,,,Graduate degree,,,,,,East South Central,,,
3189329662,Southwest,,Some,,,Arkansas,Louisiana,,Texas,Alabama,,Mississippi,Tennessee,Florida,Georgia,,North Carolina,South Carolina,Virginia,,,,,,,,,,,,78703,Male,,,,,,> 60,,,,,"$150,000+",,,,,Graduate degree,,,,,,,West South Central,,
3189324995,Southwest,,Some,,,Arkansas,Louisiana,Oklahoma,Texas,Alabama,Kentucky,Mississippi,Tennessee,Florida,Georgia,Maryland,North Carolina,South Carolina,Virginia,,,,,,,Missouri,,,,,77045,Male,,,,,,> 60,,,,,"$150,000+",,,,,Graduate degree,,,,,,,West South Central,,
3189306707,The Bible Belt,,,Not much,,Arkansas,Louisiana,Oklahoma,,Alabama,Kentucky,Mississippi,Tennessee,Florida,Georgia,,North Carolina,South Carolina,,,,,,,,Missouri,,,,,37363,Male,,,18-29,,,,,,"$50,000 - $99,999",,,,,Some college,,,,,,,,East South Central,,,
3189296576,midatlantic,,,Not much,,,Louisiana,,,Alabama,Kentucky,Mississippi,Tennessee,Florida,Georgia,,North Carolina,South Carolina,Virginia,West Virginia,,,,,,,,,,,23464,Male,,,,30-44,,,,,"$50,000 - $99,999",,,,,,,Graduate degree,,,,,South Atlantic,,,,
3189276814,"Southern, down to earth and quiet.  Pleasant seasonal weather.",,Some,,,,Louisiana,,,Alabama,Kentucky,Mississippi,Tennessee,Florida,Georgia,,North Carolina,South Carolina,Virginia,,,,,,,,,,,,28504,Male,,,,30-44,,,,"$25,000 - $49,999",,,,,,Some college,,,,,,,South Atlantic,,,,
3189254989,Mid eastern states,,Some,,,Arkansas,,,Texas,Alabama,Kentucky,Mississippi,Tennessee,Florida,Georgia,Maryland,North Carolina,South Carolina,Virginia,,,,,,,Missouri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3189250586,"I would call it Virginia, since that's its name.",,,Not much,,,Louisiana,,,Alabama,,Mississippi,Tennessee,Florida,Georgia,,North Carolina,South Carolina,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3189239191,South,A lot,,,,,Louisiana,,Texas,Alabama,,Mississippi,,Florida,Georgia,,North Carolina,South Carolina,Virginia,,,,,,,,,,,,33040,Male,,,18-29,,,,,,,,"$150,000+",,,Some college,,,,,,,South Atlantic,,,,
3189217755,basketball capital,A lot,,,,Arkansas,Louisiana,,Texas,Alabama,Kentucky,Mississippi,Tennessee,Florida,Georgia,,,South Carolina,Virginia,,,,,,,,,,,,42303,Male,,,,,,> 60,,,"$50,000 - $99,999",,,,High school degree,,,,,,,,,East South Central,,,
3189206562,Southeast,A lot,,,,,Louisiana,,,Alabama,Kentucky,Mississippi,Tennessee,Florida,Georgia,,North Carolina,South Carolina,,,,,,,,,,,,,35613,Male,,,,30-44,,,,,"$50,000 - $99,999",,,,,,Associate or bachelor degree,,,,,,,East South Central,,,
3189197555,south,,,,Not at all,,,,,Alabama,Kentucky,Mississippi,Tennessee,,Georgia,,North Carolina,South Carolina,,West Virginia,,,,,,,,,,,29651,Male,,,,,,> 60,,"$25,000 - $49,999",,,,,,Some college,,,,,,,South Atlantic,,,,
3189196217,Southern Appalachia,,,,Not at all,,Louisiana,,Texas,Alabama,,Mississippi,Tennessee,Florida,Georgia,,North Carolina,South Carolina,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
