Timestamp,Price
1517558400,0.052494
1517472000,0.041177
1517385600,0.062411
1517299200,0.064185
1517212800,0.071138
1517126400,0.073951
1517040000,0.074749
1516953600,0.068029
1516867200,0.083559
1516780800,0.080997
1516694400,0.081140
1516608000,0.083045
1516521600,0.081705
1516435200,0.090579
1516348800,0.080852
1516262400,0.078178
1516176000,0.072366
1516089600,0.074120
1516003200,0.095134
1515916800,0.102838
1515830400,0.106787
1515744000,0.115223
1515657600,0.109222
1515571200,0.106706
1515484800,0.116976
1515398400,0.110266
1515312000,0.120229
1515225600,0.108051
1515139200,0.088338
1515052800,0.079675
1514966400,0.081996
1514880000,0.086743
1514793600,0.086812
1514707200,0.088227
1514620800,0.079904
1514534400,0.090827
1514448000,0.093548
1514361600,0.102534
1514275200,0.095470
1514188800,0.084246
1514102400,0.084107
1514016000,0.090594
1513929600,0.089341
1513843200,0.111803
1513756800,0.106039
1513670400,0.109168
1513584000,0.125219
1513497600,0.104159
1513411200,0.107783
1513324800,0.099389
1513238400,0.100423
1513152000,0.088593
1513065600,0.105514
1512979200,0.118943
1512892800,0.101724
1512806400,0.103959
1512720000,0.107952
1512633600,0.097956
1512547200,0.054051
1512460800,0.054997
1512374400,0.035017
1512288000,0.031600
1512201600,0.027274
1512115200,0.028664
1512028800,0.026556
1511942400,0.026631
1511856000,0.030907
1511769600,0.028160
1511683200,0.027919
1511596800,0.025108
1511510400,0.025555
1511424000,0.025915
1511337600,0.023768
1511251200,0.025279
1511164800,0.027414
1511078400,0.027287
1510992000,0.028152
1510905600,0.026247
1510819200,0.027382
1510732800,0.025205
1510646400,0.023224
1510560000,0.022858
1510473600,0.021749
1510387200,0.022281
1510300800,0.022830
1510214400,0.027705
1510128000,0.019067
1510041600,0.019910
1509955200,0.018745
1509865200,0.017852
1509778800,0.017368
1509692400,0.017605
1509606000,0.020957
1509519600,0.019657
1509433200,0.020507
1509346800,0.019744
1509260400,0.021732
1509174000,0.019559
1509087600,0.021037
1509001200,0.021923
1508914800,0.021525
1508828400,0.020641
1508742000,0.023220
1508655600,0.024954
1508569200,0.022545
1508482800,0.022325
1508396400,0.025647
1508310000,0.022874
1508223600,0.020181
1508137200,0.022988
1508050800,0.024293
1507964400,0.028256
1507878000,0.022167
1507791600,0.011613
1507705200,0.010273
1507618800,0.010762
1507532400,0.010686
1507446000,0.011144
1507359600,0.011140
1507273200,0.010825
1507186800,0.011580
1507100400,0.010924
1507014000,0.012498
1506927600,0.011700
1506841200,0.013724
1506754800,0.014422
1506668400,0.013548
1506582000,0.012346
1506495600,0.011360
1506409200,0.008681
1506322800,0.009123
1506236400,0.007614
1506150000,0.009431
1506063600,0.008539
1505977200,0.008339
1505890800,0.009435
1505804400,0.009353
1505718000,0.010560
1505631600,0.010881
1505545200,0.009912
1505458800,0.009422
1505372400,0.007135
1505286000,0.009877
1505199600,0.010920
1505113200,0.010522
1505026800,0.010584
1504940400,0.011630
1504854000,0.010635
1504767600,0.010849
1504681200,0.011830
1504594800,0.010330
1504508400,0.009783
1504422000,0.011014
1504335600,0.010878
1504249200,0.011827
1504162800,0.011924
1504076400,0.011602
1503990000,0.011706
1503903600,0.012244
1503817200,0.012834
1503730800,0.012601
1503644400,0.011128
1503558000,0.011446
1503471600,0.010963
1503385200,0.010214
