Timestamp,Price
1517558400,32.75
1517472000,33.52
1517385600,43.16
1517299200,44.83
1517212800,53.25
1517126400,59.47
1517040000,56.05
1516953600,50.57
1516867200,56.33
1516780800,59.29
1516694400,57.63
1516608000,59.23
1516521600,56.10
1516435200,56.71
1516348800,57.08
1516262400,54.16
1516176000,46.49
1516089600,44.83
1516003200,57.68
1515916800,65.20
1515830400,70.90
1515744000,74.57
1515657600,87.81
1515571200,88.93
1515484800,62.46
1515398400,60.10
1515312000,60.24
1515225600,56.14
1515139200,44.15
1515052800,46.58
1514966400,38.46
1514880000,39.83
1514793600,32.15
1514707200,32.86
1514620800,30.23
1514534400,35.40
1514448000,30.53
1514361600,31.10
1514275200,31.63
1514188800,33.72
1514102400,31.67
1514016000,34.19
1513929600,29.53
1513843200,35.28
1513756800,33.24
1513670400,36.33
1513584000,34.27
1513497600,32.43
1513411200,31.83
1513324800,27.29
1513238400,29.00
1513152000,25.43
1513065600,23.39
1512979200,23.24
1512892800,20.92
1512806400,23.10
1512720000,24.33
1512633600,26.48
1512547200,26.87
1512460800,32.28
1512374400,25.78
1512288000,23.98
1512201600,22.40
1512115200,21.64
1512028800,21.50
1511942400,21.91
1511856000,29.04
1511769600,25.77
1511683200,19.93
1511596800,19.33
1511510400,17.18
1511424000,15.80
1511337600,14.12
1511251200,13.82
1511164800,14.78
1511078400,15.34
1510992000,16.19
1510905600,15.09
1510819200,15.58
1510732800,15.10
1510646400,15.46
1510560000,13.96
1510473600,13.14
1510387200,13.95
1510300800,15.15
1510214400,13.35
1510128000,14.47
1510041600,11.94
1509955200,11.88
1509865200,11.25
1509778800,10.59
1509692400,9.83
1509606000,9.43
1509519600,10.04
1509433200,9.58
1509346800,10.12
1509260400,9.88
1509174000,11.16
1509087600,8.52
1509001200,8.31
1508914800,8.52
1508828400,8.35
1508742000,7.49
1508655600,8.28
1508569200,7.61
1508482800,8.01
1508396400,8.23
1508310000,8.66
1508223600,8.89
1508137200,10.60
1508050800,8.61
1507964400,9.24
1507878000,9.28
1507791600,8.53
1507705200,7.96
1507618800,7.67
1507532400,7.85
1507446000,8.14
1507359600,9.39
1507273200,9.58
1507186800,9.68
1507100400,9.14
1507014000,9.73
1506927600,10.31
1506841200,10.64
1506754800,11.57
1506668400,9.96
1506582000,9.92
1506495600,10.40
1506409200,10.03
1506322800,9.97
1506236400,9.94
1506150000,10.01
1506063600,9.67
1505977200,9.47
1505890800,10.72
1505804400,11.71
1505718000,12.19
1505631600,11.91
1505545200,10.42
1505458800,10.27
1505372400,8.91
1505286000,11.94
1505199600,13.03
1505113200,12.87
1505026800,11.31
1504940400,12.24
1504854000,11.64
1504767600,13.38
1504681200,13.64
1504594800,13.56
1504508400,12.18
1504422000,13.96
1504335600,14.87
1504249200,16.11
1504162800,14.90
1504076400,15.60
1503990000,14.48
1503903600,17.07
1503817200,18.54
1503730800,22.42
1503644400,14.93
1503558000,16.46
1503471600,16.23
1503385200,15.96
1503298800,15.92
1503212400,17.07
1503126000,12.08
1503039600,11.14
1502953200,12.61
1502866800,12.15
1502780400,13.32
1502694000,12.08
1502607600,9.98
1502521200,10.55
1502434800,10.18
1502348400,11.33
1502262000,11.91
1502175600,10.20
1502089200,10.48
1502002800,10.69
1501916400,10.53
1501830000,9.37
1501743600,10.21
1501657200,9.22
1501570800,9.44
1501484400,8.48
1501398000,8.89
1501311600,8.89
1501225200,9.42
1501138800,9.46
1501052400,8.29
1500966000,8.79
1500879600,11.10
1500793200,12.04
1500706800,11.98
1500620400,10.39
1500534000,9.76
1500447600,7.58
1500361200,7.98
1500274800,7.19
1500188400,6.13
1500102000,6.43
1500015600,7.16
1499929200,7.80
1499842800,8.61
1499756400,7.00
1499670000,7.32
1499583600,9.79
1499497200,10.43
1499410800,9.73
1499324400,11.84
1499238000,11.68
1499151600,12.33
1499065200,12.41
1498978800,12.00
1498892400,10.67
1498806000,12.62
1498719600,14.05
1498633200,14.78
1498546800,14.27
1498460400,14.33
1498374000,16.09
1498287600,17.93
1498201200,18.24
1498114800,17.52
1498028400,17.06
1497942000,17.94
1497855600,19.31
1497769200,21.96
1497682800,13.71
1497596400,13.98
1497510000,12.10
1497423600,12.87
1497337200,15.55
1497250800,14.06
1497164400,16.64
1497078000,18.06
1496991600,19.17
1496905200,14.16
1496818800,12.87
1496732400,13.08
1496646000,13.43
1496559600,12.44
1496473200,11.59
1496386800,11.50
1496300400,11.21
1496214000,13.49
1496127600,9.01
1496041200,9.54
1495954800,8.80
1495868400,8.28
1495782000,9.91
1495695600,11.58
1495609200,14.02
1495522800,11.50
1495436400,11.02
1495350000,12.16
1495263600,9.80
1495177200,9.09
1495090800,8.36
1495004400,7.65
1494918000,7.29
1494831600,8.31
1494745200,8.77
1494658800,7.58
1494572400,7.37
1494486000,7.86
1494399600,8.49
1494313200,7.52
1494226800,8.23
1494140400,6.39
1494054000,7.23
1493967600,4.87
1493881200,4.54
1493794800,4.30
1493708400,4.42
1493622000,4.30
1493535600,4.63
1493449200,4.46
1493362800,4.28
1493276400,4.05
1493190000,3.88
1493103600,3.90
1493017200,4.00
1492930800,3.71
1492844400,3.81
1492758000,3.82
1492671600,4.09
1492585200,4.19
1492498800,4.25
1492412400,4.16
1492326000,4.11
1492239600,3.83
1492153200,3.97
1492066800,4.07
1491980400,3.98
1491894000,3.56
1491807600,3.63
1491721200,3.59
1491634800,3.63
1491548400,3.46
1491462000,3.69
1491375600,3.86
1491289200,4.14
1491202800,4.00
1491116400,4.18
1491030000,3.54
1490943600,3.54
1490857200,3.37
1490770800,3.62
1490684400,3.40
1490598000,3.64
1490511600,3.43
1490425200,2.95
1490338800,2.77
1490252400,2.94
1490166000,3.17
1490079600,3.02
1489993200,2.80
1489906800,2.89
1489820400,2.57
1489734000,3.08
1489647600,3.50
1489561200,3.51
1489474800,3.52
1489388400,3.60
1489305600,3.15
1489219200,2.88
1489132800,2.87
1489046400,2.92
1488960000,2.86
1488873600,2.84
1488787200,2.91
1488700800,2.90
1488614400,2.94
1488528000,3.02
1488441600,3.36
1488355200,3.19
1488268800,3.31
1488182400,3.26
1488096000,3.23
1488009600,3.36
1487923200,3.22
1487836800,3.96
1487750400,3.19
1487664000,3.56
1487577600,3.80
1487491200,3.59
1487404800,3.46
1487318400,3.69
1487232000,3.98
1487145600,3.75
1487059200,3.92
1486972800,3.48
1486886400,3.28
1486800000,3.16
1486713600,3.08
1486627200,3.14
1486540800,3.26
1486454400,3.59
1486368000,3.23
1486281600,2.94
1486195200,3.36
1486108800,2.56
1486022400,2.64
1485936000,2.85
1485849600,2.92
1485763200,2.99
1485676800,3.15
1485590400,2.84
1485504000,2.23
1485417600,2.02
1485331200,1.90
1485244800,1.87
1485158400,1.95
1485072000,1.96
1484985600,2.01
1484899200,1.93
1484812800,1.95
1484726400,1.99
1484640000,1.97
1484553600,2.00
1484467200,2.00
1484380800,2.00
1484294400,2.00
1484208000,1.93
1484121600,1.90
1484035200,2.06
1483948800,2.28
1483862400,2.09
1483776000,2.00
1483689600,1.84
1483603200,1.98
1483516800,2.14
1483430400,1.93
1483344000,1.82
1483257600,1.92
1483171200,1.72
1483084800,1.84
1482998400,2.08
1482912000,1.62
1482825600,1.62
1482739200,1.70
1482652800,1.79
1482566400,1.90
1482480000,1.75
1482393600,2.02
1482307200,2.10
1482220800,2.30
1482134400,2.32
1482048000,2.19
1481961600,2.22
1481875200,2.26
1481788800,2.29
1481702400,2.40
1481616000,2.06
1481529600,2.07
1481443200,2.01
1481356800,2.00
1481270400,2.03
1481184000,2.01
1481097600,2.14
1481011200,1.81
1480924800,1.88
1480838400,1.94
1480752000,2.03
1480665600,1.99
1480579200,2.04
1480492800,2.27
1480406400,2.29
1480320000,2.36
1480233600,2.51
1480147200,2.22
1480060800,2.11
1479974400,2.05
1479888000,2.17
1479801600,2.09
1479715200,2.22
1479628800,2.21
1479542400,2.25
1479456000,2.24
1479369600,2.37
1479283200,2.21
1479196800,2.44
1479110400,2.59
1479024000,2.69
1478937600,2.61
1478851200,2.71
1478764800,2.59
1478678400,2.81
1478592000,2.81
