"created_at","emojis","id","link","retweeted","screen_name","text"
"2017-08-27 00:05:34",True,901656910939770881,"https://twitter.com/statuses/901656910939770881",False,"aaLiysr","Ringe çıkmadan ateş etmeye başladı 😃#McGregor https://t.co/mJHDvLfIVc"
"2017-08-27 00:05:35",True,901656917281574912,"https://twitter.com/statuses/901656917281574912",False,"zulmafrancozaf","😲😲😲😲😲 @lalylourbet2 https://t.co/ERUGHhQINE"
"2017-08-27 00:05:35",True,901656917105369088,"https://twitter.com/statuses/901656917105369088",False,"Adriana11D","🇮🇪🇮🇪🇮🇪 💪💪#MayweathervMcgregor"
"2017-08-27 00:05:35",True,901656917747142657,"https://twitter.com/statuses/901656917747142657",False,"Nathan_Caro_","Cest partit #MayweatherMcGregor 💪🏿"
"2017-08-27 00:05:35",True,901656916828594177,"https://twitter.com/statuses/901656916828594177",False,"sahouraxox","Low key feeling bad for ppl who payed to watch the game cause it got delayed it's rigged 🤣🤣#AintNobodyGotTimeForThat #MayweathervMcgregor"
"2017-08-27 00:05:35",True,901656914307805184,"https://twitter.com/statuses/901656914307805184",False,"wvtnces","#McGregor 👊👊👊"
"2017-08-27 00:05:35",True,901656915146629121,"https://twitter.com/statuses/901656915146629121",False,"jonathan23b","ENFIN !!! LET S GO #McGregor !!!!!!! 🍀🍀🍀🍀🍀"
"2017-08-27 00:05:35",True,901656914802745344,"https://twitter.com/statuses/901656914802745344",False,"TheIllusion06","#TMT #Mayweather 🥊🥊🥊🥊💰💰💰💰💰💰💰"
"2017-08-27 00:05:35",True,901656914303516673,"https://twitter.com/statuses/901656914303516673",False,"CuriousCrayons","I've no idea what I'm watching.....lets do this 💪#maymac"
"2017-08-27 00:05:36",True,901656921576439808,"https://twitter.com/statuses/901656921576439808",False,"dizzyparkermoo","Here we go 👊🏼 #MayweatherMcGregor"
"2017-08-27 00:05:36",True,901656921501044737,"https://twitter.com/statuses/901656921501044737",False,"822Ines","Justo ahora se corta el audio 😑 #MayweathervMcgregor"
"2017-08-27 00:05:36",True,901656921165398016,"https://twitter.com/statuses/901656921165398016",False,"StephDeMendieta","Voy Mayweather 🏅🥊 #MayweathervMcgregor"
"2017-08-27 00:05:37",True,901656926131548162,"https://twitter.com/statuses/901656926131548162",False,"_TVLiveTweeter","@ddlovato just SLAYYEDD that #NationalAnthem Yes bitch!!! 👏🏼👏🏼👏🏼👏🏼 #MayweathervMcgregor #Mayweather #McGregor #fightnight"
"2017-08-27 00:05:37",True,901656926127218690,"https://twitter.com/statuses/901656926127218690",False,"GroPablito","#McGregor #Mayweather 👊💪📺"
"2017-08-27 00:05:37",True,901656923891568640,"https://twitter.com/statuses/901656923891568640",False,"zhafschmaft","The Notorious. 👊#MayweatherVsMcGregor https://t.co/aRWZCkQCjp"
"2017-08-27 00:05:37",True,901656926026481665,"https://twitter.com/statuses/901656926026481665",False,"bcal2012","You can go to bed early homie. You won't be following anyone tonight. 👍🏼 https://t.co/Pr42pjadKI"
"2017-08-27 00:05:37",True,901656925737181184,"https://twitter.com/statuses/901656925737181184",False,"Edzenalmario","#McGregor 😘😘😘"
"2017-08-27 00:05:37",True,901656925783420928,"https://twitter.com/statuses/901656925783420928",False,"sudeeni","2017. #MayweathervMcgregor fight FOMO kicked in 😂 *throws money at Sky*"
"2017-08-27 00:05:37",True,901656925733052417,"https://twitter.com/statuses/901656925733052417",False,"matt_uhr50","#McGregor 👌🏼"
"2017-08-27 00:05:38",True,901656929683914752,"https://twitter.com/statuses/901656929683914752",False,"tipsyfortroye","i'm rooting #Mayweather lets go 🤛🏼✊🏼"
"2017-08-27 00:05:38",True,901656930015432704,"https://twitter.com/statuses/901656930015432704",False,"MarvelFan1999","McGregor's entrance though! 🇮🇪🇮🇪🇮🇪💯💯💯#MayweathervMcgregor"
"2017-08-27 00:05:38",True,901656929910624256,"https://twitter.com/statuses/901656929910624256",False,"Camrrxnnn","#mayweather for the win🙌🏼"
"2017-08-27 00:05:38",True,901656929759580160,"https://twitter.com/statuses/901656929759580160",False,"TomHuntWHUFC","Let's go Conor mcgregor.  🇮🇪 #MayweatherVsMcGregor"
"2017-08-27 00:05:38",True,901656930220953602,"https://twitter.com/statuses/901656930220953602",False,"Khanvict24","Demi Lovato tho 👅 #MayweathervMcgregor"
"2017-08-27 00:05:39",True,901656933542842368,"https://twitter.com/statuses/901656933542842368",False,"munguiangel10","Hora cero !!! #ConorMcGregor 👊👊
#MayweathervMcgregor"
"2017-08-27 00:05:39",True,901656934360735744,"https://twitter.com/statuses/901656934360735744",False,"DBrown_eyes","Espero que después de tanto show den una buena pelea 💪 #MayweatherVsMcGregor"
"2017-08-27 00:05:39",True,901656934092128257,"https://twitter.com/statuses/901656934092128257",False,"DANJARUSSnCALI","Just want 2drop my 🔮Miss Cleo 🔮prediction 🔥 @TheNotoriousMMA 🔥💣Knockin💣 Mayeather out 3rd RD @BleacherReport #MayweatherMcGregor #Whoyougot"
"2017-08-27 00:05:40",True,901656938479370240,"https://twitter.com/statuses/901656938479370240",False,"xanaduexaviera","Conor really does walk like that. 😂😂😂 Sexy ass.... #MayweatherVsMcGregor"
"2017-08-27 00:05:40",True,901656938685005824,"https://twitter.com/statuses/901656938685005824",False,"Sim0nReilly","Let's go Conor 🇮🇪👊🏻🇮🇪 #MayweathervMcgregor"
"2017-08-27 00:05:40",True,901656938215301124,"https://twitter.com/statuses/901656938215301124",False,"DsilvaBarbara","Demi 💙abre a essa Battle c leveza pq daqui a pouco o bicho  vai pegar no ring c #MayweathervMcgregor  #MayMacNoCombate"
"2017-08-27 00:05:40",True,901656938068541440,"https://twitter.com/statuses/901656938068541440",False,"cuse_nyg_nyy","Fight time🥊🥊 #MayweathervMcgregor"
"2017-08-27 00:05:41",True,901656942904528896,"https://twitter.com/statuses/901656942904528896",False,"CintaDeAislar","Hoy con #Mayweather 🥊🥇baby de chocolate, money precioso 😎"
"2017-08-27 00:05:41",True,901656942581567488,"https://twitter.com/statuses/901656942581567488",False,"ItsMeC_Official","IM DROPPING THE LINK TO THE MAIN EVENT LIVE IF I GET TO 100 FOLLOWERS #MayweathervMcgregor 🔫🔫"
"2017-08-27 00:05:42",True,901656946591145985,"https://twitter.com/statuses/901656946591145985",False,"KyleAdalim","Leggo #MayweatherMcGregor 💪"
"2017-08-27 00:05:42",True,901656946960457728,"https://twitter.com/statuses/901656946960457728",False,"TomasKlatt","Jdeme na to, snad se to vstávání o víkendu vyplatí 😈 #MayweathervMcgregor"
"2017-08-27 00:05:42",True,901656947262402560,"https://twitter.com/statuses/901656947262402560",False,"szepolv","#connormcgregor #McGregor 💪"
"2017-08-27 00:05:43",True,901656950219448320,"https://twitter.com/statuses/901656950219448320",False,"RenatoUFCBR","It's time... to see this happen. 💥🥊⚡️#MayweatherMcgregor #MayweatherVsMcgregor #MayMacNoCombate #MayMac https://t.co/gqSO2Z7oGf"
"2017-08-27 00:05:43",True,901656951645380608,"https://twitter.com/statuses/901656951645380608",False,"ElleRguez","Eeeeyooowww! Let's do this! 🥊🇺🇸🇮🇪🍀💵#MayweathervMcgregor"
"2017-08-27 00:05:43",True,901656948025765888,"https://twitter.com/statuses/901656948025765888",False,"wonders4341","Тот момент, когда дерутся они, а неловко мне... Не верю, что это реально случается 💩💩#MayweatherMcGregor"
"2017-08-27 00:05:43",True,901656950907088896,"https://twitter.com/statuses/901656950907088896",False,"WVasquez11","This man brought his UFC belt to the match. 😂😂😂 #MayweatherMcGregor"
"2017-08-27 00:05:43",True,901656951733542912,"https://twitter.com/statuses/901656951733542912",False,"kari10_87","Vamooooos #McGregor 💪🏼💪🏼💪🏼💪🏼💪🏼💪🏼💪🏼 rompelo todo!!!"
