"","year","date","all_2534","HS_2534","SC_2534","BAp_2534","BAo_2534","GD_2534","White_2534","Black_2534","Hisp_2534","NE_2534","MA_2534","Midwest_2534","South_2534","Mountain_2534","Pacific_2534","poor_2534","mid_2534","rich_2534","all_3544","HS_3544","SC_3544","BAp_3544","BAo_3544","GD_3544","White_3544","Black_3544","Hisp_3544","NE_3544","MA_3544","Midwest_3544","South_3544","Mountain_3544","Pacific_3544","poor_3544","mid_3544","rich_3544","all_4554","HS_4554","SC_4554","BAp_4554","BAo_4554","GD_4554","White_4554","Black_4554","Hisp_4554","NE_4554","MA_4554","Midwest_4554","South_4554","Mountain_4554","Pacific_4554","poor_4554","mid_4554","rich_4554","work_2534","nowork_2534","work_HS_2534","work_SC_2534","work_BAp_2534","work_BAo_2534","work_GD_2534","nowork_HS_2534","nowork_SC_2534","nowork_BAp_2534","nowork_BAo_2534","nowork_GD_2534","work_White_2534","work_Black_2534","work_Hisp_2534","nowork_White_2534","nowork_Black_2534","nowork_Hisp_2534","work_poor_2534","work_mid_2534","work_rich_2534","nowork_poor_2534","nowork_mid_2534","nowork_rich_2534","nokids_all_2534","kids_all_2534","nokids_HS_2534","nokids_SC_2534","nokids_BAp_2534","nokids_BAo_2534","nokids_GD_2534","kids_HS_2534","kids_SC_2534","kids_BAp_2534","kids_BAo_2534","kids_GD_2534","nokids_poor_2534","nokids_mid_2534","nokids_rich_2534","kids_poor_2534","kids_mid_2534","kids_rich_2534"
"1",1960,1960-01-01,0.162455233926441,0.15006537855843,0.184480385506698,0.224780290531281,0.224780290531281,NA,0.154618419697529,0.203807938916353,0.178167213515306,0.190510574899296,0.203524613791612,0.150400156591277,0.143326325637398,0.125360482291839,0.172399746856496,0.169126752997059,0.0985311119406501,0.283227633474632,0.0824347867040837,0.0863043007219289,0.062418627385634,0.0910642729820002,0.0910642729820002,NA,0.0787171203761331,0.110438269302499,0.0883128282313576,0.096978954321311,0.102366794172592,0.0831467758788417,0.0704317127833327,0.0599185559698932,0.076612532829297,0.120016019455473,0.0516682037964547,0.106252748243456,0.0742306235043542,0.0766611851540241,0.0561704700610554,0.0825348287290719,0.0825348287290719,NA,0.0724992092316873,0.0799729061006057,0.0762700209951134,0.0929574161557275,0.0886543656820328,0.0762188820473583,0.0615428311631949,0.0551106976027218,0.0720589142314382,0.119229808903883,0.0466720902527364,0.0828043759650969,0.117082186001898,0.266671532253351,0.106181072021682,0.132813998420673,0.173868591858963,0.173868591858963,NA,0.2401532229699,0.35954455305284,0.346075003014591,0.346075003014591,NA,0.113648601874925,0.140783575572934,0.114037575070162,0.262163816174425,0.270410189201937,0.274401553669234,0.108466925621739,0.07267346687434,0.21469219309528,0.233630526985164,0.18345251413129,0.481089365052584,0.495321066046718,0.00196503850651205,0.478535971275643,0.522494148423516,0.557714775294026,0.557714775294026,NA,0.0023464393422587,0.00111599848876501,0.000238772328197341,0.000238772328197341,NA,0.524838010551054,0.433499352284705,0.529459218343678,0.00402024768327341,0.00116333733274395,0.00154327569961185
"2",1970,1970-01-01,0.155409270666656,0.14122306194515,0.172320955910157,0.199076818836284,0.199076818836284,NA,0.147260997528535,0.208535650396116,0.148889697852202,0.181185185185185,0.193091039942425,0.141013691585781,0.137847797520425,0.129071170084439,0.178545591341841,0.190204883073407,0.0984808102345416,0.234564764469739,0.0787103916618288,0.0814280894794208,0.0676062133525357,0.0849172916880715,0.0849172916880715,NA,0.0735147781165312,0.121832450832073,0.0724957912457913,0.0956102952786989,0.102066465256798,0.0718549327393279,0.0708495280399778,0.0536746490503716,0.0792788589709411,0.125162378743146,0.0514248006394409,0.082005132097293,0.0647285808307113,0.0686338121231242,0.0486057560757195,0.0641495601173021,0.0641495601173021,NA,0.0619127871319531,0.0919372491791317,0.0583710407239819,0.0791377750979801,0.0802687985169737,0.0646247230991959,0.0565954310980103,0.0431718061674009,0.0577352364202124,0.120549466294147,0.0405743893947752,0.0566854956597066,0.112430144135467,0.277916108025282,0.101039250588849,0.125607324674319,0.149805571492318,0.149805571492318,NA,0.252216235007822,0.339283243392832,0.296581304402674,0.296581304402674,NA,0.107939943189504,0.149599099732733,0.104134762633997,0.27373109591879,0.29902807775378,0.233377135348226,0.127483489079499,0.0782468738392968,0.173622334890517,0.279463380391545,0.183232497839239,0.433020908435472,0.441821590189968,0.00309239727462647,0.442948053870061,0.440291563275434,0.440525328330206,0.440525328330206,NA,0.00427038750167937,0.000917590457059247,0.000385981164119191,0.000385981164119191,NA,0.520404022185147,0.369807015876034,0.459472965319652,0.00693262588847733,0.00173997536917984,0.00192970365265334
"3",1980,1980-01-01,0.237300238905316,0.208149955426266,0.256439282212355,0.283416180326856,0.283416180326856,NA,0.223512681376991,0.333648752892775,0.220328725234121,0.282122619315508,0.289667963777867,0.217214975204063,0.201409437652974,0.217817451639198,0.286321061442466,0.35128892537157,0.173980366249167,0.249909361335948,0.0771628870190083,0.077916169026901,0.0711320734583249,0.0870318843224011,0.0870318843224011,NA,0.0695944310400025,0.134633087848501,0.0870793935872379,0.0877396689293795,0.103853247594836,0.0675258839740591,0.0656026750325491,0.0597033685268979,0.0925159437428728,0.142704039571311,0.053261158193446,0.0588633677283327,0.0594575519995319,0.0618685734812087,0.0510767346146089,0.0640923917834788,0.0640923917834788,NA,0.0549959208959196,0.0955207233762871,0.0662993182861785,0.0736765867790361,0.0801461040674781,0.056146709089249,0.0507462014884652,0.040101029726054,0.0611223764253549,0.121826000468055,0.0382424348792652,0.0395171909290417,0.18715908779983,0.343071913843271,0.154526861092657,0.206870568021317,0.22946777002377,0.22946777002377,NA,0.298895948865,0.390444324164739,0.406105457909343,0.406105457909343,NA,0.179587454213334,0.253672812408546,0.174262290556767,0.331328056122617,0.422819229932565,0.283159519596401,0.301851637318505,0.155588971273706,0.181658394160584,0.39211122094321,0.231177294269711,0.452540697976803,0.46804116509263,0.00642221474662834,0.45990549778063,0.47311258933208,0.475600332857822,0.475600332857822,NA,0.00842683629724056,0.004841266194983,0.00204503426520178,0.00204503426520178,NA,0.587701545148354,0.406656951506883,0.436318823052134,0.0185019710906702,0.00366905848933136,0.00213657821911118
"4",1990,1990-01-01,0.349194961953478,0.339467950287825,0.332920361224588,0.390247004737229,0.403327303339563,0.353039460560751,0.321447549840743,0.50613596466012,0.34643244736264,0.40516202568734,0.415316297936659,0.324659618460578,0.310660650832942,0.309331569828989,0.395984071783556,0.468159605354622,0.281082606329766,0.362813976588204,0.126991449414579,0.138101942571167,0.11297721765391,0.126176356874084,0.131900917978575,0.117548222204423,0.114130864794513,0.224495719128916,0.132872602651608,0.142997071404448,0.156927854571343,0.113433817061643,0.108875541317815,0.111342591052561,0.156086091575421,0.228688567376033,0.0954980035068892,0.0878895915310648,0.0649753420274706,0.0720579949268602,0.0510372551392194,0.0641848755447882,0.0636982787048203,0.0647180008230125,0.0579596775003263,0.117916374407032,0.0787375742265674,0.074636681871221,0.0872020303387291,0.0583166016736664,0.0554392236976507,0.0520125107104511,0.0750374250539305,0.133072659112981,0.0435715344666111,0.0386474162271091,0.295174537391372,0.461304916779308,0.270708159914371,0.284407660051759,0.34866402699812,0.361575138798922,0.309660178068092,0.442924786375086,0.462525110315197,0.525317615545607,0.548301885872889,0.470959283059102,0.278957239367801,0.411225574631665,0.298589386292063,0.433472604622123,0.604935731490806,0.403205525732091,0.44129345132181,0.254804270030196,0.2860000972303,0.490573052382682,0.366920687113467,0.559985527121132,0.575367361698641,0.025429088682607,0.582063633719745,0.56059837211875,0.579806362962345,0.592613795451204,0.541829728063762,0.0364558125846515,0.0174149273856864,0.00696265991883597,0.00794887006719429,0.00437709174904968,0.67580535516379,0.534998808685862,0.535760966526462,0.0692013748344916,0.0151995811582939,0.00894565339356872
"5",2000,2000-01-01,0.391913016514157,0.379712820496924,0.377860734446939,0.429048454728117,0.443400072866415,0.388785050891341,0.369256404334552,0.502686536880616,0.365679968103811,0.463292225339785,0.465693379421479,0.379297641366479,0.351226451881908,0.35733080531928,0.428664956760402,0.542729365264767,0.341773424909986,0.338113299066695,0.178445150781196,0.199142590016647,0.161129163583907,0.160500049066248,0.169392903808624,0.144699016832234,0.160581373989085,0.295844020513318,0.175073088915456,0.195581064169508,0.20848971850514,0.167079423801635,0.161569155555202,0.163651113267952,0.204718895066228,0.315243880994102,0.141099415212915,0.112917849549228,0.0968041941364637,0.112857385035276,0.0858642284564519,0.0864947162129877,0.0926853370002975,0.0780859984257476,0.0876603186303103,0.171625810041855,0.0996439611269058,0.108768879825447,0.118262732816878,0.0909606110096581,0.0838587147666181,0.090657698502909,0.11319670809336,0.200361938885174,0.0696998770452056,0.0474020114076466,0.350518317318712,0.477151166237664,0.331698986940448,0.336463276879352,0.39132640102155,0.405839635826789,0.34728100378371,0.447889131340409,0.491841194370733,0.547180059991522,0.571539124162225,0.492848365563852,0.331604627164618,0.452139147872203,0.342413612956191,0.478905630353667,0.560107344617591,0.393259707047833,0.52862706462094,0.321256636637449,0.295002621396935,0.554827613752615,0.408523883396915,0.441536167345866,0.597657840560719,0.0578206538751606,0.592254623642894,0.600117297995822,0.603265085290129,0.620289101727947,0.554748736699352,0.0799189919520335,0.0472979776954071,0.0194722472598258,0.0217592542856017,0.0132857056366168,0.722435390861213,0.586712968156489,0.486689786750347,0.142259764850377,0.0412903339522782,0.0206364441119473
"6",2001,2001-01-01,0.399740177542547,0.393164281724321,0.385154379206921,0.425513680261621,0.442640023474793,0.37893834591609,0.375995952650827,0.536854380608212,0.379711894093792,0.481012686275314,0.477236744583643,0.379986691152682,0.360026058558095,0.357624324858259,0.439471997283618,0.560838123112866,0.359708116234466,0.317853724862908,0.176937470295797,0.195071674378636,0.162341271444713,0.160999061235911,0.167150321951496,0.149675722482774,0.162176197229592,0.297441101072304,0.163357301788378,0.184487670404277,0.203694047771362,0.167130548713589,0.158550959747275,0.167462954535992,0.207899868407665,0.326818413843516,0.146099919864696,0.0885380889492151,0.0946083518362529,0.105503401195097,0.0856661238292749,0.0888239911310152,0.0946506846213417,0.0804577172082641,0.0858917444325092,0.167651337356883,0.0977313667578021,0.104526873943603,0.114193614913181,0.0900058433595159,0.0836194434130052,0.083816910322703,0.10937644897223,0.199325975776143,0.0724467688623697,0.03235228714038,0.361273090593297,0.498679340202414,0.349775554781617,0.346963088578721,0.392564216213401,0.407597518495444,0.348806878801272,0.484466301799782,0.499207509380127,0.528503608937108,0.560779099411106,0.456642416917196,0.341222356034219,0.491863875396953,0.349113667239693,0.47858228273353,0.620138544039194,0.451360288721389,0.5382594371875,0.342857991225681,0.282485321021201,0.585036120919937,0.418838727928523,0.466013097051239,0.621630141193325,0.0554675628091926,0.640173920229351,0.615634669803959,0.602882587910647,0.624308312699293,0.543802878514763,0.0764080811056021,0.0464108286937493,0.019473821832834,0.0216400099430361,0.0137647147755932,0.735369137362351,0.609036355281581,0.510359302387196,0.137530433435244,0.0420964435951736,0.0243507040693652
"7",2002,2002-01-01,0.396964685238196,0.395470032997787,0.381423817121389,0.415280952498187,0.429555278225335,0.376287100654275,0.372148565014292,0.534875855681784,0.379527082825097,0.456960823573347,0.471939154341675,0.380930141088496,0.363869103811497,0.35017855147242,0.431188817567381,0.554793056938545,0.359645179150354,0.313441402776892,0.18045477500037,0.194247833896775,0.170652999305021,0.167592777465309,0.17575326499659,0.152254044058207,0.164410460095601,0.28803063032502,0.184441062705681,0.211346053931987,0.208846792870236,0.17193562941178,0.159272041774668,0.16198770878643,0.210672570864918,0.325724393267434,0.153259370259879,0.0890233241807354,0.101136741020573,0.112007423582901,0.0948246888860565,0.0927253864043003,0.0976317293938649,0.0855825366462253,0.0932972959527279,0.182648729201981,0.088188902413727,0.11667271140303,0.122775143429164,0.0964354034888504,0.0877869428090894,0.0835001644591193,0.120594770457398,0.214419686598377,0.0771315204912435,0.0349213871775045,0.35717989750539,0.489612360774251,0.35654988760723,0.341194915467218,0.374328752355215,0.387021096623063,0.338212333146633,0.470724435824683,0.489893393110765,0.528649306737517,0.552257451136464,0.470827579586321,0.334011300557818,0.485720942015218,0.349406282588554,0.471559115771504,0.618900329027494,0.446099247027696,0.53270392739666,0.342324181764345,0.277012118187872,0.576120923580294,0.412806769860257,0.458259148228838,0.620960049139241,0.0558199300075741,0.644726672485201,0.611915901356697,0.597402636800759,0.613921993560381,0.551425447291212,0.0764354554779533,0.0505269728557563,0.0161316937099752,0.0189902319015527,0.00863182979021653,0.735446957567192,0.608334943151096,0.511556375228354,0.147034911169762,0.040652879853651,0.0190926917467743
"8",2003,2003-01-01,0.407329745671795,0.403300095567154,0.39466324459664,0.42658249227923,0.447879054703786,0.366576779122177,0.380288456818039,0.556734226579131,0.386226525275972,0.46725960847443,0.500619884441445,0.392125500728169,0.36611665000677,0.355502322828926,0.448020119191321,0.571418098286943,0.37177604623318,0.314335599224555,0.180870016514557,0.195576863929119,0.17307395970727,0.165089412521922,0.174220933140584,0.14849481124674,0.164068093130954,0.305985034783505,0.167907350767521,0.200396233363709,0.213431881781299,0.169803013922769,0.164712173743477,0.154266277982062,0.206202319550401,0.324676832550884,0.153965827034115,0.0884861672943693,0.104794236663728,0.117391810677513,0.0977358975556501,0.0944767012579038,0.103858637570975,0.0808649159966275,0.0951243747661505,0.188358845987875,0.102918526626223,0.108641543226291,0.127691360773735,0.0965534820169542,0.094397989556703,0.091070878995892,0.123446536440465,0.224318758059391,0.0800897052485427,0.0343180729838552,0.3658999484255,0.50441825131521,0.359402740669746,0.348546511407034,0.392125454051558,0.414352286232564,0.324805660974386,0.487632916768025,0.516041987605297,0.527413102543683,0.553564555087434,0.467003108411609,0.34341191065709,0.482965256053422,0.361346483082762,0.478612014635245,0.670122300783489,0.443828279627427,0.543765947464152,0.356507732903918,0.275836897882721,0.597285680902566,0.420745179490575,0.464262324332764,0.629798487661575,0.0600043123636474,0.650678789907725,0.623741783570927,0.607925767535775,0.627214101415304,0.54999329602173,0.0792738489894102,0.0560965792938469,0.0224895595794582,0.026193043969979,0.01338011306258,0.749086984758732,0.618095983012749,0.511294631677544,0.144776436909535,0.0496223199122749,0.0202956459684195
"9",2004,2004-01-01,0.410666674297922,0.411501020544137,0.394202970469905,0.426073060153254,0.447594978808057,0.368690956687259,0.384354092003771,0.566588807748064,0.392210013629633,0.501443042139651,0.494711912193808,0.393987981879315,0.370884910939476,0.366630253718725,0.448724580546728,0.56810821089201,0.376527529090563,0.318145788325276,0.187378007501379,0.207814066733836,0.173799496473383,0.168449041882847,0.180802865846541,0.145811761509257,0.169316126766746,0.302972226417713,0.187688976430131,0.209806765867497,0.213796000993068,0.170833590334267,0.174413494879966,0.180802044282721,0.209948910323624,0.3430967510659,0.158468011099503,0.0882015028588326,0.108959090293727,0.12077051368372,0.0985681492765228,0.10227845897501,0.109322407437089,0.0914157784136244,0.0999068188411016,0.193309015594565,0.100783863719198,0.121484085244017,0.1275064212519,0.105187766627583,0.0947306696433302,0.104311719296636,0.127311551203491,0.227238253465222,0.0860856584193557,0.0357692494743776,0.370094604870126,0.503483360338514,0.368663348217554,0.353478887769753,0.388467844986487,0.410897194948328,0.325698516532345,0.490700083704998,0.500093960584197,0.534598542898625,0.559089185083245,0.477502899110939,0.347587422313752,0.50788337070635,0.368308289841704,0.47798017776842,0.658441895003339,0.448018089940053,0.551823890555948,0.359811144711107,0.275813008184357,0.583382533972344,0.428142106192527,0.479944682023699,0.63176482302258,0.0643301232835902,0.652846496562027,0.630288387092169,0.605647866844679,0.626280328484878,0.547513222053095,0.0901422451867297,0.051255848296573,0.0256221223713288,0.0293250229336168,0.0168525181316852,0.738992376999634,0.621681227445235,0.519876505901441,0.15638331647768,0.0509790735020065,0.0247931179748287
"10",2005,2005-01-01,0.423207171175433,0.430145921568018,0.408744151186446,0.427055891287117,0.45024653322418,0.363342146830575,0.398222337979768,0.566881318513792,0.403624331813835,0.497328562152395,0.509783292261491,0.407957574702044,0.385847653805868,0.386340286384145,0.454430186710065,0.584150930271844,0.390601409527749,0.326089003992881,0.188733623264252,0.210310161881873,0.177923826958214,0.165810059151236,0.178241709278608,0.143466662087149,0.173165182426087,0.303663879445164,0.182925693688054,0.206487369019727,0.217950671749263,0.174050957767877,0.172117607200931,0.181729019268033,0.216907490450091,0.342035073987027,0.163020594117493,0.0865277001478299,0.115936730109436,0.131328163776388,0.106881837612907,0.102260494797786,0.109737390623307,0.0910207810744367,0.106272570914222,0.199817584126279,0.110514987429806,0.120331977566741,0.13612051059429,0.111328485926516,0.10511494214956,0.106608897026428,0.131425439419214,0.245683400456411,0.0908803379713602,0.0352113319589778,0.379477441268476,0.521655036235307,0.376170835228713,0.368330451749479,0.395554037536533,0.41730833375588,0.331974389760743,0.526733317003002,0.514607492502695,0.518035651195449,0.551684943279295,0.43999763493788,0.357704056280691,0.50975856042867,0.373640270426822,0.50175871559633,0.6532932928199,0.470197736105989,0.56267430390873,0.372619333106537,0.280380467931206,0.603513454463859,0.445989349623131,0.494594412708969,0.641291613703187,0.0704242177862928,0.665361206276615,0.641495145906845,0.607899444847622,0.631419909288885,0.53974634297494,0.100479072714,0.057540162936152,0.0215819367792224,0.0249579226194575,0.0133130662749887,0.750873517466564,0.629656600082381,0.531519817080181,0.174229807002445,0.0576160212930537,0.0217711513904078
